source,protein,compound,folder,ligand_smiles,exp_dG (kcal/mol),fep_dG (kcal/mol),fep_dG_std (kcal/mol),boltz_dG (kcal/mol),boltz_dG_std (kcal/mol)
ChEMBL,MET,CHEMBL4426787,ChEMBL|MET|CHEMBL4426787,[H]c1c([H])c(-c2nn3c(Sc4c([H])c([H])c5nc(N([H])C(=O)C6([H])C([H])([H])C6([H])[H])sc5c4[H])nnc3c([H])c2[H])c([H])c([H])c1F,-8.255,-7.9729,0.2820974163387115,-8.800581183662018,0.2695658101556325
ChEMBL,MET,CHEMBL4426787,ChEMBL|MET|CHEMBL4426787,[H]c1c([H])c(-c2nn3c(Sc4c([H])c([H])c5nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])N6C([H])([H])C([H])([H])OC([H])([H])C6([H])[H])sc5c4[H])nnc3c([H])c2[H])c([H])c([H])c1F,-9.1227,-8.9365,0.1862161571314211,-7.551928597370785,0.9954258030179524
ChEMBL,MET,CHEMBL4426787,ChEMBL|MET|CHEMBL4426787,[H]c1c([H])c(-c2nn3c(Sc4c([H])c([H])c5nc(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N6C([H])([H])C([H])([H])OC([H])([H])C6([H])[H])sc5c4[H])nnc3c([H])c2[H])c([H])c([H])c1F,-8.0874,-7.9338,0.1535386587858487,-7.763377002594372,0.36827789272989
ChEMBL,MET,CHEMBL4426787,ChEMBL|MET|CHEMBL4426787,[H]c1c([H])c(F)c([H])c(-c2nn3c(Sc4c([H])c([H])c5nc(N([H])C(=O)N([H])C([H])([H])C([H])([H])N6C([H])([H])C([H])([H])OC([H])([H])C6([H])[H])sc5c4[H])nnc3c([H])c2[H])c1[H],-9.3457,-9.2807,0.0649250652216244,-7.642945583740871,1.2025112718823177
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c([H])c(C([H])([H])N(C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])C([H])([H])[H])c1[H],-5.8633,-3.5285,0.4121,-6.031397581338883,0.1179225421035001
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]/C(=C(/[H])C1=C([H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H])c1c([H])c([H])c(Oc2c([H])c([H])c(C(=O)N([H])C([H])([H])c3c([H])c([H])nc([H])c3[H])c([H])c2[H])c([H])c1[H],-9.8176,-12.0482,0.1268,-7.385781357447307,0.3863479877233176
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]O[C@]1(C([H])([H])C([H])([H])c2c([H])c([H])c(Oc3c([H])c([H])c(C(=O)N([H])C([H])([H])c4nc([H])nc([H])c4[H])c([H])c3[H])c([H])c2[H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H],-7.6359,-9.3617,0.0857,-6.470403368631999,0.6169014939146128
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c([H])c1Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],-6.2724,-5.0208,0.0764,-5.724975109338761,1.0890531621244004
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H],-7.2269,-6.2451,0.0807,-6.584528774698576,0.5815022095215687
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H],-6.2724,-5.3585,0.0886,-5.914137855768204,0.11492329798881494
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]O[C@@]1(C#Cc2c([H])c([H])c(Oc3c([H])c([H])c(C(=O)N([H])C([H])([H])c4c([H])c([H])nc([H])c4[H])c([H])c3[H])c([H])c2[H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H],-9.6813,-10.5501,0.1103,-7.460806306223074,0.444421699632872
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]OC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],-6.136,-5.457,0.3926,-6.315189153512319,0.6853969690568137
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1c([H])c(C(=O)N([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],-5.8633,-6.5149,0.2697,-5.932603475014369,0.1976900551345325
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c([N+](=O)[O-])c([H])c3[H])c([H])c2[H])c1[H],-6.4087,-7.0061,0.0846,-6.1039304660956075,0.3819822165994419
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H],-6.2724,-6.7708,0.0774,-6.478715830216806,1.3860806560392012
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H],-6.8178,-6.3859,0.0785,-5.844884588479996,0.5255763648095082
ChEMBL,MMP13,CHEMBL1798873,ChEMBL|MMP13|CHEMBL1798873,[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Oc3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c([H])c1[H],-6.2724,-6.2925,0.0759,-5.911060162226359,0.6082467218832946
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-14.4333,-9.8485,4.584777677071094,-8.679970373888812,0.06473338560126571
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3onc(C([H])([H])[H])c3c(=O)n2[H])c1[H],-8.3439,-10.3978,2.053872762706532,-6.427708693901699,0.08388324596635155
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c(c(C([H])([H])[H])nn3C([H])([H])[H])c(=O)n2[H])c1[H],-9.8,-11.384,1.5839653034638648,-6.482387639045716,0.3083290514189519
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],-14.6511,-13.0871,1.5639507886504316,-8.10382022721072,0.2629642333633534
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])SC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-12.5181,-13.9898,1.4716657598649276,-7.608626791944108,0.2818036061286455
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])C(=O)N([H])c1c([H])c([H])c([H])c([H])c1[H],-14.3894,-13.0112,1.378241462975437,-8.234659518082937,0.2634400233770158
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1N([H])C(=O)C([H])([H])c1c([H])c([H])c(C(=O)[O-])c([H])c1[H],-14.5598,-13.1913,1.36851799126803,-9.16275530642271,0.4650713214824352
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-10.1025,-11.336,1.233443562942654,-6.5688582069873815,0.07797529633967995
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1nc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c([H])c1[H],-7.4926,-8.6728,1.180247271643601,-5.708042930364609,0.14813155722411422
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1[H],-10.39,-11.4599,1.0698295011568213,-6.65035016179085,0.33929224942139735
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3oc(C([H])([H])[H])c(C([H])([H])[H])c3c(=O)n2[H])c1[H],-10.6302,-9.6131,1.0170425549330584,-5.943713030815125,0.17213342073003557
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1nc([H])c2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1[H],-9.1344,-10.0478,0.9133794192383076,-5.574467420895895,0.19005778327409106
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3sc(C([H])([H])[H])c(C([H])([H])[H])c3c(=O)n2[H])c1[H],-12.1641,-11.2746,0.8894701744089122,-7.304870323499045,0.06982621192914247
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c(C([H])([H])[H])c3c(=O)n2[H])c1[H],-10.278,-11.1651,0.8871450421687609,-6.743684693376224,0.653980562012889
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3sc(C([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-11.602,-10.7343,0.8677350159406779,-7.133264118591945,0.21286064599936702
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c(C(=O)N([H])[H])c([H])c1[H],-14.7591,-14.0173,0.7417923119530744,-9.164394952555499,0.35083915537976723
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])C([H])([H])C(=O)c2nc3c([H])c([H])c(C([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-9.078,-9.7875,0.709523745836919,-6.223751110633214,0.16733973782625466
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c(C#N)c([H])c1[H],-14.6511,-13.9989,0.6521669222965223,-9.031017566204072,0.021842482138215845
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-13.2555,-13.9027,0.6472330304846764,-7.848423753296335,0.3293322135731039
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(C([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-10.3426,-10.9867,0.644062161945713,-6.975198266625405,0.46103574738882475
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c(c([H])c(C([H])([H])[H])n3[H])c(=O)n2[H])c1[H],-8.1249,-8.7221,0.5972092910760214,-5.210118581374487,0.1740688723091454
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c(c([H])c(C([H])([H])[H])n3C([H])([H])[H])c(=O)n2[H])c1[H],-10.7092,-10.1355,0.5737695726176685,-6.077128215233485,0.08715375512371866
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])sc(C([H])([H])[H])c3c(=O)n2[H])c1[H],-10.8005,-11.1991,0.3985661380822861,-6.872933946808179,0.23414599757124516
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]OC([H])([H])c1c([H])c([H])c(C([H])([H])OC([H])([H])c2c([H])sc3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-14.3104,-13.9236,0.3868005779810329,-8.83800485732158,0.27268400282327854
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2c(=O)n([H])c(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])nc2c1[H],-10.278,-10.5997,0.3217148187097701,-6.422822573900223,0.07681084694582509
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c(F)c([H])c1[H],-13.4802,-13.7928,0.3125248611441196,-7.972861016059916,0.18941768564623
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c1[H],-14.3687,-14.0866,0.2820052982008273,-8.895158539265394,0.4221492226166052
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1N([H])C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-14.0116,-14.2309,0.219294425469287,-8.06374461332957,0.24998347204387333
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])OC([H])([H])c1c([H])c([H])c(C([H])([H])OC([H])([H])[H])c([H])c1[H],-13.7677,-13.968,0.2002199599354555,-8.381992311179639,0.550140750875349
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1sc2nc(C(=O)N([H])C([H])([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])n([H])c(=O)c2c1C([H])([H])[H],-12.2156,-12.0775,0.1381493851295945,-7.193918674568336,0.5038586784283633
ChEMBL,MMP13,CHEMBL3373425,ChEMBL|MMP13|CHEMBL3373425,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c1[H],-10.8005,-10.801,0.0005226775566358,-5.970515227476756,0.34820235377525477
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])[N@@+]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-10.6302,-8.3557,2.2744727332489187,-6.879989698886873,0.2613978863380587
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c3c2[H])c([H])c1[H],-9.4885,-11.4527,1.964256605997655,-7.617515276014806,0.06842873027872941
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-13.3573,-11.7243,1.6330175249164802,-7.990427840431533,0.225410309387764
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(C(F)(F)F)c([H])c3c(=O)n2[H])c1[H],-9.563,-11.1939,1.6309353022959268,-6.7581703977187475,0.14219783510745013
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-12.9656,-11.3528,1.612752627433898,-7.579873479257028,0.45257584490639574
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c(F)c3c(=O)n2[H])c1[H],-11.319,-9.8045,1.51446605710338,-6.233625897963843,0.3534348135870516
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(-c2c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c3c2[H])c([H])c1[H],-10.9204,-12.305,1.384565255349625,-6.529156727234522,0.5898367154666079
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c(OC([H])([H])C([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3c(=O)n2[H])c1[H],-12.278,-13.6168,1.3388095065199828,-7.7963996472532555,0.26244859293180217
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-11.4083,-12.7352,1.326939596544805,-7.368760384519896,0.019042033081858655
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c(OC([H])([H])C([H])([H])[N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3c(=O)n2[H])c1[H],-10.1838,-8.9663,1.21743257332402,-7.674491542816162,0.5519462960504488
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])c1[H],-10.8005,-9.657,1.143488194376437,-5.9613972957928985,0.3631664029182366
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(C#N)c([H])c3c(=O)n2[H])c1[H],-11.1821,-12.2538,1.0717082287680886,-7.287871762474378,0.5282082399632846
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])Sc2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-10.9265,-11.9756,1.049123820840795,-7.708842329839865,0.05767977982205169
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(F)c(OC([H])([H])C([H])([H])c4c([H])c([H])c(F)c([H])c4[H])c3c(=O)n2[H])c1[H],-13.3955,-14.4012,1.0056868146180904,-8.757362339377403,0.056785617603271395
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-11.7536,-10.8149,0.938709346217406,-7.16402780199051,0.052853083669113295
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-11.4511,-10.6288,0.8222889723170382,-7.636863692945489,0.5044162946242196
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c([H])c(C#N)c3c(=O)n2[H])c1[H],-10.9978,-10.1999,0.7978927938551547,-6.560972821553548,0.5805005026102131
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-11.6415,-12.3905,0.7489477723137399,-8.227329873989026,0.166557517763702
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(SC([H])([H])[H])c([H])c3c(=O)n2[H])c1[H],-11.924,-11.2673,0.6567070393268961,-7.364925787905851,0.107533854682097
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-12.4918,-13.0808,0.5889927285095653,-7.784250834313532,0.28610484264969094
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-11.8051,-11.2404,0.5647626174631253,-6.922706799070041,0.18852798850142477
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])OC([H])([H])c2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-11.9578,-12.4437,0.4859053587966431,-8.548389507673681,0.4002701721536265
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])OC([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-11.9937,-11.5193,0.4743897768832688,-7.668378045936426,0.0748481212867729
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2nc3c([H])c([H])c(OC(F)(F)F)c([H])c3c(=O)n2[H])c1[H],-10.3203,-10.7597,0.4393646499685049,-7.557146078844866,0.11519504113918186
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-12.6593,-13.0887,0.4293940000584315,-7.436104785064856,0.08750909843618412
ChEMBL,MMP13,CHEMBL3388707,ChEMBL|MMP13|CHEMBL3388707,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])Oc2c(F)c([H])c([H])c3nc(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])n([H])c(=O)c23)c([H])c1[H],-14.1782,-14.5306,0.352396955067617,-8.497825733910004,0.1916386360168557
